index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
1102,44500000,62.01056,232324128,120.0,7.1,3423,Argo,"['biography', 'cia', 'wifehusbandrelationship']","['drama', 'thriller']",en,"['GK Films', 'Warner Bros.', 'Smokehouse Pictures']",[],['benaffleck'],"['Grant Heslov', 'George Clooney', 'Ben Affleck']",[],['William Goldenberg'],biography cia wifehusbandrelationship  benaffleck drama thriller
1103,44000000,54.884297,368875760,130.0,7.2,1220,The Fugitive,"['remake', 'escape', 'undercover']","['thriller', 'action', 'adventure']",en,['Warner Bros.'],[],['andrewdavis'],['Arnold Kopelson'],[],"['Don Brochu', 'David Finfer', 'Dov Hoenig', 'Dean Goodhill', 'Dennis Virkler', 'Richard Nord']",remake escape undercover  andrewdavis thriller action adventure
1104,40000000,33.747825,136000000,110.0,5.5,858,The Bounty Hunter,"['bountyhunter', 'ex-husbandex-wiferelationship']",['action'],en,"['Columbia Pictures', 'Original Film', 'Relativity Media', 'Madhouse Entertainment']",[],['andytennant'],['Neal H. Moritz'],['Sarah Maur Thorp'],['Troy Takaki'],bountyhunter ex-husbandex-wiferelationship  andytennant action
1105,44000000,16.245068,165615285,147.0,7.3,715,Sleepers,"['court', 'childabuse', 'courtcase']","['drama', 'thriller', 'crime']",en,"['Propaganda Films', 'Warner Bros.', 'Baltimore Pictures']",[],['barrylevinson'],"['Lorenzo Carcaterra', 'Gerrit van der Meer', 'Steve Golin', 'Barry Levinson']",[],['Stu Linder'],court childabuse courtcase  barrylevinson drama thriller crime
1106,44000000,38.653969,300400432,96.0,6.3,864,Rambo: First Blood Part II,"['revenge', 'war', 'soldier']","['thriller', 'action', 'adventure']",en,"['TriStar Pictures', 'Carolco Pictures']",[],['georgep.cosmatos'],['Buzz Feitshans'],[],"['Gib Jaffe', 'Frank E. Jimenez', 'Mark Goldblatt', 'Mark Helfrich', 'Larry Bock']",revenge war soldier  georgep.cosmatos thriller action adventure
1107,44000000,3.937352,0,118.0,5.5,89,The Juror,"['blackmail', 'courtcase', 'courtroom']","['drama', 'thriller']",en,['Columbia Pictures Corporation'],[],['briangibson'],"['Irwin Winkler', 'Rob Cowan']",[],['Robert M. Reitano'],blackmail courtcase courtroom  briangibson drama thriller
1108,2600000,46.007991,84300000,88.0,6.9,1355,Pinocchio,"['magic', 'animation', 'lie']","['family', 'animation']",en,"['RKO Radio Pictures', 'Walt Disney Productions']",[],"['bensharpsteen', 'hamiltonluske']",['Walt Disney'],[],[],magic animation lie  bensharpsteen hamiltonluske family animation
1109,44000000,5.380124,3484331,219.0,6.4,55,Heaven's Gate,"['dance', 'showdown', 'immigrant']","['drama', 'action', 'history']",en,"['United Artists', 'The Criterion Collection']",[],['michaelcimino'],['Joann Carelli'],[],"['Tom Rolf', 'William Reynolds', 'Gerald B. Greenberg', 'Lisa Fruchtman']",dance showdown immigrant  michaelcimino drama action history
1110,50000000,49.020045,111340801,106.0,6.4,1528,Underworld: Evolution,"['vampire', 'werewolf', 'fangvamp']","['thriller', 'action', 'sciencefiction']",en,"['Lakeshore Entertainment', 'Screen Gems']",[],['lenwiseman'],"['Kevin Grevioux', 'Gary Lucchesi', 'Richard S. Wright', 'Tom Rosenberg', 'David Coatsworth']",[],['Nicolas De Toth'],vampire werewolf fangvamp  lenwiseman thriller action sciencefiction
1111,40000000,24.821138,34227298,109.0,5.6,685,Victor Frankenstein,"['londonengland', '19thcentury', 'frankenstein']","['drama', 'thriller', 'sciencefiction']",en,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Moving Picture Company (MPC)', 'TSG Entertainment']",[],['paulmcguigan'],['John Davis'],[],"['Andrew Hulme', 'Charlie Phillips']",londonengland 19thcentury frankenstein  paulmcguigan drama thriller sciencefiction
1112,43000000,19.043286,80049764,136.0,7.0,302,Finding Forrester,"['basedonnovel', 'friendship', 'highschool']",['drama'],en,"['Fountainbridge Films', 'Laurence Mark Productions', 'Columbia Pictures Corporation', 'Finding Forrester Productions']",[],['gusvansant'],"['Laurence Mark', 'Jonathan King', 'Dany Wolf', 'Sean Connery', 'Rhonda Tollefson']",[],['Valdís Óskarsdóttir'],basedonnovel friendship highschool  gusvansant drama
1113,43000000,5.418921,0,103.0,6.0,208,28 Days,"['womandirector', 'wedding', 'carcrash']","['drama', 'comedy']",en,['Columbia Pictures'],[],['bettythomas'],['Celia D. Costas'],[],['Peter Teschner'],womandirector wedding carcrash  bettythomas drama comedy
1114,45000000,25.999888,50871113,103.0,6.6,518,Unleashed,"['serialkiller', 'martialarts', 'hitman']","['action', 'crime']",en,"['Canal Plus', 'Current Entertainment', 'Clubdeal', 'TF1 Films Production', 'EuropaCorp', 'Qian Yian International', 'Danny the Dog Prods Ltd.']",[],['louisleterrier'],"['Luc Besson', 'Mehdi Sayah', 'Jet Li', 'Pierre Spengler', 'Steve Chasman']",[],['Nicolas Trembasiewicz'],serialkiller martialarts hitman  louisleterrier action crime
1115,43000000,18.65632,68696770,84.0,5.3,280,The Sweetest Thing,"['duringcreditsstinger', 'aftercreditsstinger', 'marriage']","['comedy', 'romance']",en,['Konrad Pictures'],[],['rogerkumble'],['Cathy Konrad'],['Nancy Pimental'],"['David Rennie', 'Wendy Greene Bricmont']",duringcreditsstinger aftercreditsstinger marriage  rogerkumble comedy romance
1116,42000000,23.736535,270248367,154.0,6.6,501,The Firm,"['fbi', 'lawyer', 'law']","['drama', 'thriller', 'mystery']",en,"['Paramount Pictures', 'Mirage Enterprises', 'Davis Entertainment']",[],['sydneypollack'],"['Sydney Pollack', 'Scott Rudin', 'John Davis']",[],"['Fredric Steinkamp', 'William Steinkamp']",fbi lawyer law  sydneypollack drama thriller mystery
1117,44000000,21.75433,48190704,99.0,6.8,566,Charlie St. Cloud,"['basedonnovel', 'brotherbrotherrelationship', 'ghost']",['drama'],en,"['Universal Pictures', 'Marc Platt Productions', 'Relativity Media']",[],['burrsteers'],['Marc Platt'],"['Lewis Colick', 'Craig Pearce']",[],basedonnovel brotherbrotherrelationship ghost  burrsteers drama
1118,40000000,44.094856,51070807,93.0,6.3,1045,The Mechanic,"['martialarts', 'assassin', 'prostitute']","['thriller', 'action', 'crime']",en,"['CBS Films', 'Millennium Films', 'Chartoff-Winkler Productions', 'Scared Productions', 'Nu Image Entertainment GmbH']",[],['simonwest'],"['David Winkler', 'William Chartoff', 'René Besson']",[],[],martialarts assassin prostitute  simonwest thriller action crime
1119,42000000,62.714026,201585328,109.0,6.7,4074,21 Jump Street,"['duringcreditsstinger', 'highschool', 'basedontvseries']","['comedy', 'action', 'crime']",en,"['Columbia Pictures', 'Original Film', 'Stephen J. Cannell Productions', 'Relativity Media', 'Metro-Goldwyn-Mayer (MGM)']",[],"['christophermiller', 'phillord']","['Neal H. Moritz', 'Stephen J. Cannell']",[],['Joel Negron'],duringcreditsstinger highschool basedontvseries  christophermiller phillord comedy action crime
1120,42000000,28.969151,363889678,124.0,7.0,1262,Notting Hill,"['friendship', 'londonengland', 'newlove']","['drama', 'comedy', 'romance']",en,"['Bookshop Productions', 'Notting Hill Pictures', 'Working Title Films', 'Polygram Filmed Entertainment']",[],['rogermichell'],['Duncan Kenworthy'],[],['Nick Moore'],friendship londonengland newlove  rogermichell drama comedy romance
1121,45000000,31.789029,224834564,84.0,6.5,1150,Chicken Run,"['escape', 'freedom', 'chicken']","['comedy', 'family', 'animation']",en,"['DreamWorks SKG', 'Aardman Animations', 'DreamWorks Animation', 'Pathé']",[],"['peterlord', 'nickpark']","['Lenny Young', 'Peter Lord', 'Jacky Chrisp', 'David Sproxton', 'Nick Park']",[],"['Mark Solomon', 'Robert Francis', 'Tamsin Parry']",escape freedom chicken  peterlord nickpark comedy family animation
1122,42000000,33.238296,171963386,90.0,5.8,773,Along Came Polly,"['losangeles', 'romanticcomedy', 'beach']","['comedy', 'romance']",en,"['Jersey Films', 'Loofah Productions']",[],['johnhamburg'],"['Stacey Sher', 'Danny DeVito', 'Michael Shamberg']",['John Hamburg'],"['Nick Moore', 'William Kerr']",losangeles romanticcomedy beach  johnhamburg comedy romance
1123,40000000,6.420434,70100000,117.0,5.4,134,Boomerang,"['success', 'ladykiller', 'roleofwomen']","['comedy', 'romance']",en,['Paramount Pictures'],[],['reginaldhudlin'],['Brian Grazer'],[],['John R. Carter'],success ladykiller roleofwomen  reginaldhudlin comedy romance
1124,43000000,37.654688,158674180,117.0,6.5,1575,The Heat,"['fbi', 'boston', 'buddycomedy']","['comedy', 'action', 'crime']",en,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', 'Chernin Entertainment', 'Big Screen Productions', 'TSG Entertainment']",[],['paulfeig'],"['Jenno Topping', 'Peter Chernin']",['Katie Dippold'],"['Jay Deuby', 'Brent White']",fbi boston buddycomedy  paulfeig comedy action crime
1125,31115000,13.244365,71000000,248.0,6.7,146,Cleopatra,"['historicalfigure', 'ancientrome', 'juliuscaesar']","['drama', 'romance', 'history']",en,"['Twentieth Century Fox Film Corporation', 'MCL Films S.A.', 'Walwa Films S.A.']",[],['josephl.mankiewicz'],['Walter Wanger'],[],['Dorothy Spencer'],historicalfigure ancientrome juliuscaesar  josephl.mankiewicz drama romance history
1126,0,26.799913,73100172,105.0,6.0,593,Here Comes the Boom,"['highschoolteacher', 'budgetcutting', 'fightingmovie']",['comedy'],en,"['Columbia Pictures', 'Happy Madison Productions', 'Broken Road Productions']",[],['frankcoraci'],"['Jeff Sussman', 'Kevin James']","['Kevin James', 'Allan Loeb', 'Rock Reuben']",['Scott Hill'],highschoolteacher budgetcutting fightingmovie  frankcoraci comedy
1127,42000000,14.046705,63781810,115.0,6.1,184,High Crimes,"['basedonnovel', 'murder', 'love']","['drama', 'thriller', 'crime']",en,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Monarch Pictures', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Manifest Film Company']",[],['carlfranklin'],"['Arnon Milchan', 'Janet Yang', 'Jesse Beaton']",[],['Carole Kravetz'],basedonnovel murder love  carlfranklin drama thriller crime
1128,42000000,3.844926,0,126.0,6.5,47,The Mirror Has Two Faces,"['womandirector', 'sex', 'wedding']","['drama', 'comedy', 'romance']",en,"['TriStar Pictures', 'Phoenix Pictures']",[],['barbrastreisand'],[],['Gérard Oury'],[],womandirector sex wedding  barbrastreisand drama comedy romance
1129,32000000,14.733513,55157539,119.0,6.1,305,The Mothman Prophecies,"['basedonnovel', 'hospital', 'smalltown']","['drama', 'horror', 'mystery']",en,['Lakeshore Entertainment'],[],['markpellington'],"['Gary W. Goldstein', 'Tom Rosenberg', 'Gary Lucchesi']",[],['Brian Berdan'],basedonnovel hospital smalltown  markpellington drama horror mystery
1130,42000000,16.122168,0,83.0,5.4,518,Brüno,"['duringcreditsstinger', 'gay', 'hollywood']",['comedy'],en,['Universal Pictures'],[],['larrycharles'],"['Jay Roach', 'Monica Levinson', 'Sacha Baron Cohen', 'Dan Mazer']",[],"['Eric Kissack', 'Jon Corn', 'Scott M. Davids', 'James Thomas']",duringcreditsstinger gay hollywood  larrycharles comedy
1131,32000000,28.22119,156167015,133.0,5.9,541,Licence to Kill,"['corruption', 'airplane', 'secretidentity']","['thriller', 'action', 'adventure']",en,['Eon Productions'],[],['johnglen'],"['Tom Pevsner', 'Albert R. Broccoli', 'Michael G. Wilson']",[],['John Grover'],corruption airplane secretidentity  johnglen thriller action adventure
1132,42000000,45.151657,89162162,100.0,5.6,922,Red Riding Hood,"['womandirector', 'duringcreditsstinger', 'aftercreditsstinger']","['thriller', 'horror', 'fantasy']",en,"['Appian Way', 'Warner Bros.', 'Random Films']",[],['catherinehardwicke'],"['Julie Yorn', 'Jennifer Killoran', 'Leonardo DiCaprio']",['David Leslie Johnson'],"['Nancy Richardson', 'Julia Wong']",womandirector duringcreditsstinger aftercreditsstinger  catherinehardwicke thriller horror fantasy
1133,60000000,15.205371,56359980,120.0,5.7,191,15 Minutes,"['violence', 'revenge', 'newyork']","['thriller', 'action', 'crime']",en,"['New Line Cinema', 'Industry Entertainment', 'Tribeca Productions', 'New Redemption Pictures']",[],['johnherzfeld'],"['John Herzfeld', 'Nick Wechsler', 'Keith Addis', 'David Blocker']",['John Herzfeld'],['Steven Cohen'],violence revenge newyork  johnherzfeld thriller action crime
1134,48000000,14.587367,20915465,104.0,4.0,232,Super Mario Bros.,"['womandirector', 'brotherbrotherrelationship', 'savingtheworld']","['comedy', 'adventure', 'family']",en,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Walt Disney', 'Nintendo']",[],"['rockymorton', 'annabeljankel']","['Roland Joffé', 'Jake Eberts']",[],['Mark Goldblatt'],womandirector brotherbrotherrelationship savingtheworld  rockymorton annabeljankel comedy adventure family
1135,42000000,34.828241,24127895,122.0,7.0,1335,Lord of War,"['coldwar', 'weapon', 'armsdealer']","['drama', 'thriller', 'crime']",en,"['Saturn Films', 'Ascendant Pictures', 'Endgame Entertainment', 'Entertainment Manufacturing Company', 'Rising Star', 'Copag V']",[],['andrewniccol'],"['Andrew Niccol', 'Christopher Roberts', 'Andreas Grosch', 'Philippe Rousselet', 'Nicolas Cage', 'Norman Golightly', 'Teri-Lin Robertson']",[],['Zach Staenberg'],coldwar weapon armsdealer  andrewniccol drama thriller crime
1136,31000000,23.607392,177394432,99.0,7.2,635,英雄,"['lossoflover', 'rightandjustice', 'countryside']","['drama', 'action', 'adventure']",zh,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation']",[],['zhangyimou'],"['Zhenyan Zhang', 'William Kong', 'Zhang Yimou']",[],"['Ru Zhai', 'Angie Lam', 'Vincent Lee']",lossoflover rightandjustice countryside  zhangyimou drama action adventure
1137,40000000,19.438503,36893721,91.0,5.3,388,One for the Money,"['womandirector', 'basedonnovel', 'romance']","['comedy', 'action', 'crime']",en,"['Lakeshore Entertainment', 'Sidney Kimmel Entertainment']",[],['julieannerobinson'],"['Tom Rosenberg', 'Sidney Kimmel', 'Gary Lucchesi', 'Wendy Finerman']",[],['Lisa Zeno Churgin'],womandirector basedonnovel romance  julieannerobinson comedy action crime
1138,44000000,74.168016,12342632,112.0,6.1,2304,The Interview,"['cia', ""coupd'etat"", 'assassinationattempt']","['comedy', 'action']",en,"['Columbia Pictures', 'Point Grey Pictures']",[],"['sethrogen', 'evangoldberg']","['Seth Rogen', 'Evan Goldberg', 'James Weaver']",[],"['Evan Henke', 'Zene Baker']",cia coupd'etat assassinationattempt  sethrogen evangoldberg comedy action
1139,42000000,7.349497,11087569,100.0,6.3,136,The Warrior's Way,"['revenge', 'smalltown', 'assassin']","['thriller', 'action', 'adventure']",en,['Boram Entertainment Inc.'],[],['sngmoolee'],"['Lee Joo-Ick', 'Stacy Ruppel', 'Michael Peyser', 'Carol Kim', 'Steven Nam', 'Barrie M. Osborne', 'Eunjung Yoo']",['Sngmoo Lee'],['Jonathan Woodford-Robinson'],revenge smalltown assassin  sngmoolee thriller action adventure
1140,33000000,7.663515,14000000,100.0,6.8,148,Micmacs à tire-larigot,"['unemployment', 'contortionist', 'humancannonball']","['comedy', 'action', 'crime']",fr,"['France 2 Cinéma', 'France 3 Cinéma', 'Epithète Films', 'France 3 (FR 3)', 'Région Ile-de-France', 'France 2 (FR2)', 'Orange Cinéma Séries', 'Tapioca Films', 'Warner Bros. Entertainment France']",[],['jean-pierrejeunet'],"['Jean-Pierre Jeunet', 'Gilles Legrand', 'Frédéric Brillion']","['Jean-Pierre Jeunet', 'Guillaume Laurant']",['Hervé Schneid'],unemployment contortionist humancannonball  jean-pierrejeunet comedy action crime
1141,41000000,32.798571,215000000,110.0,6.8,1626,8 Mile,"['single', 'streetgang', 'individual']",['drama'],en,"['Imagine Entertainment', 'Mikona Productions GmbH & Co. KG']",[],['curtishanson'],"['Curtis Hanson', 'Brian Grazer', 'Jimmy Iovine']",[],"['Craig Kitson', 'Jay Rabinowitz']",single streetgang individual  curtishanson drama
1142,0,5.794466,0,100.0,5.3,125,Pourquoi j'ai pas mangé mon père,"['animation', 'evolution', 'humanity']","['comedy', 'adventure', 'animation']",fr,"['Pathé Films', 'Boréales']",[],['jameldebbouze'],[],[],[],animation evolution humanity  jameldebbouze comedy adventure animation
1143,65000000,36.670399,117487473,132.0,6.6,907,A Knight's Tale,"['aftercreditsstinger', 'writer', 'torture']","['drama', 'action', 'romance']",en,"['Columbia Pictures Corporation', 'Escape Artists', 'Black and Blu Entertainment', 'Finestkind']",[],['brianhelgeland'],"['Brian Helgeland', 'Todd Black', 'Tim Van Rellim']",['Brian Helgeland'],['Kevin Stitt'],aftercreditsstinger writer torture  brianhelgeland drama action romance
1144,41000000,14.653718,0,88.0,5.3,281,The Medallion,"['detective', 'wretch', 'fighter']","['comedy', 'thriller', 'action']",en,"['Living Films', 'Emperor Multimedia Group (EMG)', 'Golden Port Productions Ltd.']",[],['gordonchan'],['Alfred Cheung Kin-Ting'],[],"['Don Brochu', 'Ki-hop Chan']",detective wretch fighter  gordonchan comedy thriller action
1145,40000000,73.085576,672806292,107.0,7.7,3147,The Sixth Sense,"['dyinganddeath', 'single', 'marriagecrisis']","['drama', 'thriller', 'mystery']",en,"['Spyglass Entertainment', 'The Kennedy/Marshall Company', 'Hollywood Pictures', 'Barry Mendel Productions']",[],['m.nightshyamalan'],"['Frank Marshall', 'Barry Mendel', 'Kathleen Kennedy']",['M. Night Shyamalan'],['Andrew Mondshein'],dyinganddeath single marriagecrisis  m.nightshyamalan drama thriller mystery
1146,42000000,34.041407,46221189,102.0,6.2,925,Man on a Ledge,"['newyorkcity', 'deception', 'rooftop']","['thriller', 'action', 'crime']",en,"['Summit Entertainment', 'Di Bonaventura Picture']",[],['asgerleth'],"['Lorenzo di Bonaventura', 'Mark Vahradian']",[],['Kevin Stitt'],newyorkcity deception rooftop  asgerleth thriller action crime
1147,41000000,9.419726,7448385,100.0,5.6,248,The Big Year,"['duringcreditsstinger', 'basedonnovel', 'airplane']",['comedy'],en,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures', 'Deuce Three Productions', 'Sunswept Entertainment', 'Red Hour Films']",[],['davidfrankel'],"['Stuart Cornfeld', 'Karen Rosenfelt', 'Curtis Hanson']",[],['Mark Livolsi'],duringcreditsstinger basedonnovel airplane  davidfrankel comedy
1148,8000000,28.456572,90815558,126.0,6.9,891,The Karate Kid,"['motorcycle', 'kidsandfamily', 'egg']",['drama'],en,"['Columbia Pictures Corporation', 'Jerry Weintraub Productions', 'Delphi Films']",[],['johng.avildsen'],['Jerry Weintraub'],[],"['Bud S. Smith', 'John G. Avildsen', 'Walt Mulconery']",motorcycle kidsandfamily egg  johng.avildsen drama
